id,participant_id,participant_id_unique,lang_code,conv_id,original_or_reenacted,time_start,time_end,duration,trans_id
EN_069_27,130,48,EN,EN_069,OG,0 days 00:06:21.295000,0 days 00:06:27.645000,0 days 00:00:06.350000,ES_069_27
EN_069_28,130,48,EN,EN_069,OG,0 days 00:06:37.875000,0 days 00:06:41.015000,0 days 00:00:03.140000,ES_069_28
ES_069_1,129,40,ES,ES_069,RE,0 days 00:00:49.540000,0 days 00:00:52.360000,0 days 00:00:02.820000,EN_069_1
ES_069_4,129,40,ES,ES_069,RE,0 days 00:06:38.070000,0 days 00:06:40.060000,0 days 00:00:01.990000,EN_069_4
ES_069_7,129,40,ES,ES_069,RE,0 days 00:09:42.560000,0 days 00:09:42.960000,0 days 00:00:00.400000,EN_069_7
ES_069_10,129,40,ES,ES_069,RE,0 days 00:12:00.010000,0 days 00:12:02.980000,0 days 00:00:02.970000,EN_069_10
ES_069_11,129,40,ES,ES_069,RE,0 days 00:12:28.110000,0 days 00:12:31.440000,0 days 00:00:03.330000,EN_069_11
ES_069_12,129,40,ES,ES_069,RE,0 days 00:13:03.950000,0 days 00:13:07.200000,0 days 00:00:03.250000,EN_069_12
ES_069_19,129,40,ES,ES_069,RE,0 days 00:19:11.215000,0 days 00:19:11.495000,0 days 00:00:00.280000,EN_069_19
ES_069_2,130,48,ES,ES_069,RE,0 days 00:03:21.020000,0 days 00:03:24.250000,0 days 00:00:03.230000,EN_069_2
ES_069_3,130,48,ES,ES_069,RE,0 days 00:04:58.540000,0 days 00:05:03.220000,0 days 00:00:04.680000,EN_069_3
ES_069_5,130,48,ES,ES_069,RE,0 days 00:07:23.510000,0 days 00:07:29.730000,0 days 00:00:06.220000,EN_069_5
ES_069_6,130,48,ES,ES_069,RE,0 days 00:09:41.330000,0 days 00:09:45.480000,0 days 00:00:04.150000,EN_069_6
ES_069_8,130,48,ES,ES_069,RE,0 days 00:10:22.070000,0 days 00:10:24.840000,0 days 00:00:02.770000,EN_069_8
ES_069_9,130,48,ES,ES_069,RE,0 days 00:11:11.500000,0 days 00:11:14.110000,0 days 00:00:02.610000,EN_069_9
ES_069_13,130,48,ES,ES_069,RE,0 days 00:14:48.120000,0 days 00:14:52.560000,0 days 00:00:04.440000,EN_069_13
ES_069_14,130,48,ES,ES_069,RE,0 days 00:15:36.060000,0 days 00:15:40.280000,0 days 00:00:04.220000,EN_069_14
ES_069_15,130,48,ES,ES_069,RE,0 days 00:16:22.590000,0 days 00:16:27.730000,0 days 00:00:05.140000,EN_069_15
ES_069_16,130,48,ES,ES_069,RE,0 days 00:17:20.400000,0 days 00:17:26.200000,0 days 00:00:05.800000,EN_069_16
ES_069_17,130,48,ES,ES_069,RE,0 days 00:18:21.270000,0 days 00:18:28.070000,0 days 00:00:06.800000,EN_069_17
ES_069_18,130,48,ES,ES_069,RE,0 days 00:19:08.570000,0 days 00:19:14.470000,0 days 00:00:05.900000,EN_069_18
ES_069_20,130,48,ES,ES_069,RE,0 days 00:19:36.090000,0 days 00:19:38.790000,0 days 00:00:02.700000,EN_069_20
ES_069_21,130,48,ES,ES_069,RE,0 days 00:20:09.370000,0 days 00:20:13.970000,0 days 00:00:04.600000,EN_069_21
ES_069_22,130,48,ES,ES_069,RE,0 days 00:20:50.140000,0 days 00:20:54.380000,0 days 00:00:04.240000,EN_069_22
ES_069_23,130,48,ES,ES_069,RE,0 days 00:21:41.590000,0 days 00:21:45.750000,0 days 00:00:04.160000,EN_069_23
ES_069_24,130,48,ES,ES_069,RE,0 days 00:22:41.930000,0 days 00:22:45.620000,0 days 00:00:03.690000,EN_069_24
ES_069_25,130,48,ES,ES_069,RE,0 days 00:23:12.880000,0 days 00:23:15.560000,0 days 00:00:02.680000,EN_069_25
ES_069_26,130,48,ES,ES_069,RE,0 days 00:24:04.650000,0 days 00:24:10.410000,0 days 00:00:05.760000,EN_069_26
ES_069_27,130,48,ES,ES_069,RE,0 days 00:25:28.120000,0 days 00:25:36.560000,0 days 00:00:08.440000,EN_069_27
ES_069_28,130,48,ES,ES_069,RE,0 days 00:26:12.070000,0 days 00:26:18.540000,0 days 00:00:06.470000,EN_069_28
ES_070_2,131,49,ES,ES_070,OG,0 days 00:00:19.870000,0 days 00:00:23.930000,0 days 00:00:04.060000,EN_070_2
ES_070_3,131,49,ES,ES_070,OG,0 days 00:00:24.715000,0 days 00:00:27.545000,0 days 00:00:02.830000,EN_070_3
ES_070_4,131,49,ES,ES_070,OG,0 days 00:00:31.690000,0 days 00:00:34.490000,0 days 00:00:02.800000,EN_070_4
ES_070_7,131,49,ES,ES_070,OG,0 days 00:01:46.095000,0 days 00:01:46.475000,0 days 00:00:00.380000,EN_070_7
ES_070_9,131,49,ES,ES_070,OG,0 days 00:01:55.670000,0 days 00:01:58.470000,0 days 00:00:02.800000,EN_070_9
ES_070_11,131,49,ES,ES_070,OG,0 days 00:02:23.860000,0 days 00:02:24.775000,0 days 00:00:00.915000,EN_070_11
ES_070_13,131,49,ES,ES_070,OG,0 days 00:02:27.610000,0 days 00:02:31.390000,0 days 00:00:03.780000,EN_070_13
ES_070_16,131,49,ES,ES_070,OG,0 days 00:03:01.950000,0 days 00:03:03,0 days 00:00:01.050000,EN_070_16
ES_070_17,131,49,ES,ES_070,OG,0 days 00:03:18.875000,0 days 00:03:21.725000,0 days 00:00:02.850000,EN_070_17
ES_070_18,131,49,ES,ES_070,OG,0 days 00:03:23.325000,0 days 00:03:24.545000,0 days 00:00:01.220000,EN_070_18
ES_070_20,131,49,ES,ES_070,OG,0 days 00:03:25.935000,0 days 00:03:26.895000,0 days 00:00:00.960000,EN_070_20
ES_070_21,131,49,ES,ES_070,OG,0 days 00:04:08.690000,0 days 00:04:14.850000,0 days 00:00:06.160000,EN_070_21
ES_070_39,131,49,ES,ES_070,OG,0 days 00:04:19.220000,0 days 00:04:23.950000,0 days 00:00:04.730000,EN_070_39
ES_070_22,131,49,ES,ES_070,OG,0 days 00:04:33.115000,0 days 00:04:35.665000,0 days 00:00:02.550000,EN_070_22
ES_070_24,131,49,ES,ES_070,OG,0 days 00:04:36.465000,0 days 00:04:37.845000,0 days 00:00:01.380000,EN_070_24
ES_070_26,131,49,ES,ES_070,OG,0 days 00:05:39.720000,0 days 00:05:40.505000,0 days 00:00:00.785000,EN_070_26
ES_070_28,131,49,ES,ES_070,OG,0 days 00:05:56.750000,0 days 00:05:59.440000,0 days 00:00:02.690000,EN_070_28
ES_070_29,131,49,ES,ES_070,OG,0 days 00:06:00.970000,0 days 00:06:01.890000,0 days 00:00:00.920000,EN_070_29
ES_070_30,131,49,ES,ES_070,OG,0 days 00:06:18.320000,0 days 00:06:22.560000,0 days 00:00:04.240000,EN_070_30
ES_070_33,131,49,ES,ES_070,OG,0 days 00:08:45.340000,0 days 00:08:47.960000,0 days 00:00:02.620000,EN_070_33
ES_070_36,131,49,ES,ES_070,OG,0 days 00:09:30.820000,0 days 00:09:33.570000,0 days 00:00:02.750000,EN_070_36
ES_070_37,131,49,ES,ES_070,OG,0 days 00:10:01.950000,0 days 00:10:07.190000,0 days 00:00:05.240000,EN_070_37
ES_070_40,131,49,ES,ES_070,OG,0 days 00:10:12.740000,0 days 00:10:20.370000,0 days 00:00:07.630000,EN_070_40
ES_070_1,132,50,ES,ES_070,OG,0 days 00:00:01.160000,0 days 00:00:04.120000,0 days 00:00:02.960000,EN_070_1
ES_070_5,132,50,ES,ES_070,OG,0 days 00:01:38.880000,0 days 00:01:43.370000,0 days 00:00:04.490000,EN_070_5
ES_070_6,132,50,ES,ES_070,OG,0 days 00:01:44.040000,0 days 00:01:49,0 days 00:00:04.960000,EN_070_6
ES_070_8,132,50,ES,ES_070,OG,0 days 00:02:14.025000,0 days 00:02:19.645000,0 days 00:00:05.620000,EN_070_8
ES_070_10,132,50,ES,ES_070,OG,0 days 00:02:20.275000,0 days 00:02:22.935000,0 days 00:00:02.660000,EN_070_10
ES_070_12,132,50,ES,ES_070,OG,0 days 00:02:24.450000,0 days 00:02:25.810000,0 days 00:00:01.360000,EN_070_12
ES_070_14,132,50,ES,ES_070,OG,0 days 00:02:31.180000,0 days 00:02:34.120000,0 days 00:00:02.940000,EN_070_14
ES_070_15,132,50,ES,ES_070,OG,0 days 00:02:59.680000,0 days 00:03:01.780000,0 days 00:00:02.100000,EN_070_15
ES_070_19,132,50,ES,ES_070,OG,0 days 00:03:25.035000,0 days 00:03:25.905000,0 days 00:00:00.870000,EN_070_19
ES_070_23,132,50,ES,ES_070,OG,0 days 00:04:34.985000,0 days 00:04:37.885000,0 days 00:00:02.900000,EN_070_23
ES_070_25,132,50,ES,ES_070,OG,0 days 00:05:21.915000,0 days 00:05:25.405000,0 days 00:00:03.490000,EN_070_25
ES_070_27,132,50,ES,ES_070,OG,0 days 00:05:40.710000,0 days 00:05:41.080000,0 days 00:00:00.370000,EN_070_27
ES_070_31,132,50,ES,ES_070,OG,0 days 00:08:15.880000,0 days 00:08:20.670000,0 days 00:00:04.790000,EN_070_31
ES_070_32,132,50,ES,ES_070,OG,0 days 00:08:28.010000,0 days 00:08:31.200000,0 days 00:00:03.190000,EN_070_32
ES_070_34,132,50,ES,ES_070,OG,0 days 00:08:47.205000,0 days 00:08:47.945000,0 days 00:00:00.740000,EN_070_34
ES_070_35,132,50,ES,ES_070,OG,0 days 00:09:29.980000,0 days 00:09:31.690000,0 days 00:00:01.710000,EN_070_35
ES_070_38,132,50,ES,ES_070,OG,0 days 00:10:06.235000,0 days 00:10:06.975000,0 days 00:00:00.740000,EN_070_38
EN_070_2,131,49,EN,EN_070,RE,0 days 00:02:12.540000,0 days 00:02:17.500000,0 days 00:00:04.960000,ES_070_2
EN_070_3,131,49,EN,EN_070,RE,0 days 00:02:36.010000,0 days 00:02:38.870000,0 days 00:00:02.860000,ES_070_3
EN_070_4,131,49,EN,EN_070,RE,0 days 00:03:17.580000,0 days 00:03:22.810000,0 days 00:00:05.230000,ES_070_4
EN_070_7,131,49,EN,EN_070,RE,0 days 00:06:25.140000,0 days 00:06:25.580000,0 days 00:00:00.440000,ES_070_7
EN_070_9,131,49,EN,EN_070,RE,0 days 00:08:10.820000,0 days 00:08:13.360000,0 days 00:00:02.540000,ES_070_9
EN_070_11,131,49,EN,EN_070,RE,0 days 00:09:37.890000,0 days 00:09:38.475000,0 days 00:00:00.585000,ES_070_11
EN_070_13,131,49,EN,EN_070,RE,0 days 00:10:30.230000,0 days 00:10:33.780000,0 days 00:00:03.550000,ES_070_13
EN_070_16,131,49,EN,EN_070,RE,0 days 00:11:37.335000,0 days 00:11:37.990000,0 days 00:00:00.655000,ES_070_16
EN_070_17,131,49,EN,EN_070,RE,0 days 00:12:31.350000,0 days 00:12:34.290000,0 days 00:00:02.940000,ES_070_17
EN_070_18,131,49,EN,EN_070,RE,0 days 00:13:28.580000,0 days 00:13:29.910000,0 days 00:00:01.330000,ES_070_18
EN_070_20,131,49,EN,EN_070,RE,0 days 00:13:31.015000,0 days 00:13:32.530000,0 days 00:00:01.515000,ES_070_20
EN_070_21,131,49,EN,EN_070,RE,0 days 00:15:16.070000,0 days 00:15:22.510000,0 days 00:00:06.440000,ES_070_21
EN_070_22,131,49,EN,EN_070,RE,0 days 00:16:40.770000,0 days 00:16:43.240000,0 days 00:00:02.470000,ES_070_22
EN_070_24,131,49,EN,EN_070,RE,0 days 00:16:44.705000,0 days 00:16:45.695000,0 days 00:00:00.990000,ES_070_24
EN_070_26,131,49,EN,EN_070,RE,0 days 00:19:23.580000,0 days 00:19:24.210000,0 days 00:00:00.630000,ES_070_26
EN_070_28,131,49,EN,EN_070,RE,0 days 00:20:21.360000,0 days 00:20:24.220000,0 days 00:00:02.860000,ES_070_28
EN_070_29,131,49,EN,EN_070,RE,0 days 00:21:05.830000,0 days 00:21:06.880000,0 days 00:00:01.050000,ES_070_29
EN_070_30,131,49,EN,EN_070,RE,0 days 00:22:02.920000,0 days 00:22:09.040000,0 days 00:00:06.120000,ES_070_30
EN_070_33,131,49,EN,EN_070,RE,0 days 00:25:43.740000,0 days 00:25:47.780000,0 days 00:00:04.040000,ES_070_33
EN_070_36,131,49,EN,EN_070,RE,0 days 00:27:29.835000,0 days 00:27:33.910000,0 days 00:00:04.075000,ES_070_36
EN_070_37,131,49,EN,EN_070,RE,0 days 00:28:38.040000,0 days 00:28:43.590000,0 days 00:00:05.550000,ES_070_37
EN_070_39,131,49,EN,EN_070,RE,0 days 00:30:46.770000,0 days 00:30:53.750000,0 days 00:00:06.980000,ES_070_39
EN_070_40,131,49,EN,EN_070,RE,0 days 00:32:59.840000,0 days 00:33:07.780000,0 days 00:00:07.940000,ES_070_40
EN_070_1,132,50,EN,EN_070,RE,0 days 00:01:01.350000,0 days 00:01:03.330000,0 days 00:00:01.980000,ES_070_1
EN_070_5,132,50,EN,EN_070,RE,0 days 00:05:10.170000,0 days 00:05:15.400000,0 days 00:00:05.230000,ES_070_5
EN_070_6,132,50,EN,EN_070,RE,0 days 00:06:23.750000,0 days 00:06:27.700000,0 days 00:00:03.950000,ES_070_6
EN_070_8,132,50,EN,EN_070,RE,0 days 00:07:46.180000,0 days 00:07:49.670000,0 days 00:00:03.490000,ES_070_8
EN_070_10,132,50,EN,EN_070,RE,0 days 00:08:38.500000,0 days 00:08:41.590000,0 days 00:00:03.090000,ES_070_10
EN_070_12,132,50,EN,EN_070,RE,0 days 00:09:38.675000,0 days 00:09:39.850000,0 days 00:00:01.175000,ES_070_12
EN_070_14,132,50,EN,EN_070,RE,0 days 00:10:33.930000,0 days 00:10:36.730000,0 days 00:00:02.800000,ES_070_14
EN_070_15,132,50,EN,EN_070,RE,0 days 00:11:34.350000,0 days 00:11:37.335000,0 days 00:00:02.985000,ES_070_15
EN_070_19,132,50,EN,EN_070,RE,0 days 00:13:29.915000,0 days 00:13:30.945000,0 days 00:00:01.030000,ES_070_19
EN_070_23,132,50,EN,EN_070,RE,0 days 00:16:42.690000,0 days 00:16:46.060000,0 days 00:00:03.370000,ES_070_23
EN_070_25,132,50,EN,EN_070,RE,0 days 00:18:44.030000,0 days 00:18:46.440000,0 days 00:00:02.410000,ES_070_25
EN_070_27,132,50,EN,EN_070,RE,0 days 00:19:24.590000,0 days 00:19:25.290000,0 days 00:00:00.700000,ES_070_27
EN_070_31,132,50,EN,EN_070,RE,0 days 00:23:52.010000,0 days 00:23:56.330000,0 days 00:00:04.320000,ES_070_31
EN_070_32,132,50,EN,EN_070,RE,0 days 00:24:37.970000,0 days 00:24:41.350000,0 days 00:00:03.380000,ES_070_32
EN_070_34,132,50,EN,EN_070,RE,0 days 00:25:45.315000,0 days 00:25:45.975000,0 days 00:00:00.660000,ES_070_34
EN_070_35,132,50,EN,EN_070,RE,0 days 00:27:27.260000,0 days 00:27:28.830000,0 days 00:00:01.570000,ES_070_35
EN_070_38,132,50,EN,EN_070,RE,0 days 00:28:41.280000,0 days 00:28:42.090000,0 days 00:00:00.810000,ES_070_38
ES_071_1,133,43,ES,ES_071,OG,0 days 00:00:05.640000,0 days 00:00:06.880000,0 days 00:00:01.240000,EN_071_1
ES_071_3,133,43,ES,ES_071,OG,0 days 00:00:08.050000,0 days 00:00:09.560000,0 days 00:00:01.510000,EN_071_3
ES_071_6,133,43,ES,ES_071,OG,0 days 00:01:07.670000,0 days 00:01:11.160000,0 days 00:00:03.490000,EN_071_6
ES_071_8,133,43,ES,ES_071,OG,0 days 00:01:40.330000,0 days 00:01:47.540000,0 days 00:00:07.210000,EN_071_8
ES_071_11,133,43,ES,ES_071,OG,0 days 00:02:24.150000,0 days 00:02:28.470000,0 days 00:00:04.320000,EN_071_11
ES_071_14,133,43,ES,ES_071,OG,0 days 00:04:23.270000,0 days 00:04:23.820000,0 days 00:00:00.550000,EN_071_14
ES_071_16,133,43,ES,ES_071,OG,0 days 00:04:56.430000,0 days 00:05:01.220000,0 days 00:00:04.790000,EN_071_16
ES_071_18,133,43,ES,ES_071,OG,0 days 00:05:13.490000,0 days 00:05:14.290000,0 days 00:00:00.800000,EN_071_18
ES_071_19,133,43,ES,ES_071,OG,0 days 00:05:35.760000,0 days 00:05:40.650000,0 days 00:00:04.890000,EN_071_19
ES_071_20,133,43,ES,ES_071,OG,0 days 00:05:44.240000,0 days 00:05:49.430000,0 days 00:00:05.190000,EN_071_20
ES_071_22,133,43,ES,ES_071,OG,0 days 00:06:32.355000,0 days 00:06:32.975000,0 days 00:00:00.620000,EN_071_22
ES_071_24,133,43,ES,ES_071,OG,0 days 00:06:41.180000,0 days 00:06:44.520000,0 days 00:00:03.340000,EN_071_24
ES_071_26,133,43,ES,ES_071,OG,0 days 00:06:57.190000,0 days 00:06:57.810000,0 days 00:00:00.620000,EN_071_26
ES_071_28,133,43,ES,ES_071,OG,0 days 00:07:14.700000,0 days 00:07:15.290000,0 days 00:00:00.590000,EN_071_28
ES_071_29,133,43,ES,ES_071,OG,0 days 00:07:43.530000,0 days 00:07:46.570000,0 days 00:00:03.040000,EN_071_29
ES_071_32,133,43,ES,ES_071,OG,0 days 00:08:06.040000,0 days 00:08:06.590000,0 days 00:00:00.550000,EN_071_32
ES_071_33,133,43,ES,ES_071,OG,0 days 00:09:54.500000,0 days 00:09:58.020000,0 days 00:00:03.520000,EN_071_33
ES_071_2,134,51,ES,ES_071,OG,0 days 00:00:07.170000,0 days 00:00:07.950000,0 days 00:00:00.780000,EN_071_2
ES_071_4,134,51,ES,ES_071,OG,0 days 00:00:30.680000,0 days 00:00:33.400000,0 days 00:00:02.720000,EN_071_4
ES_071_5,134,51,ES,ES_071,OG,0 days 00:00:56.820000,0 days 00:01:01.460000,0 days 00:00:04.640000,EN_071_5
ES_071_7,134,51,ES,ES_071,OG,0 days 00:01:19.745000,0 days 00:01:27.385000,0 days 00:00:07.640000,EN_071_7
ES_071_9,134,51,ES,ES_071,OG,0 days 00:01:54.600000,0 days 00:01:59.020000,0 days 00:00:04.420000,EN_071_9
ES_071_10,134,51,ES,ES_071,OG,0 days 00:02:06.015000,0 days 00:02:09.215000,0 days 00:00:03.200000,EN_071_10
ES_071_12,134,51,ES,ES_071,OG,0 days 00:03:00.485000,0 days 00:03:06.595000,0 days 00:00:06.110000,EN_071_12
ES_071_13,134,51,ES,ES_071,OG,0 days 00:04:21.490000,0 days 00:04:26.320000,0 days 00:00:04.830000,EN_071_13
ES_071_15,134,51,ES,ES_071,OG,0 days 00:04:26.610000,0 days 00:04:29.310000,0 days 00:00:02.700000,EN_071_15
ES_071_17,134,51,ES,ES_071,OG,0 days 00:05:11.820000,0 days 00:05:13.490000,0 days 00:00:01.670000,EN_071_17
ES_071_21,134,51,ES,ES_071,OG,0 days 00:06:29.620000,0 days 00:06:34.620000,0 days 00:00:05,EN_071_21
ES_071_23,134,51,ES,ES_071,OG,0 days 00:06:41.180000,0 days 00:06:46.170000,0 days 00:00:04.990000,EN_071_23
ES_071_25,134,51,ES,ES_071,OG,0 days 00:06:54.400000,0 days 00:07:01.610000,0 days 00:00:07.210000,EN_071_25
ES_071_27,134,51,ES,ES_071,OG,0 days 00:07:10.850000,0 days 00:07:17.340000,0 days 00:00:06.490000,EN_071_27
ES_071_30,134,51,ES,ES_071,OG,0 days 00:07:45.930000,0 days 00:07:47.950000,0 days 00:00:02.020000,EN_071_30
ES_071_31,134,51,ES,ES_071,OG,0 days 00:08:01.190000,0 days 00:08:08.600000,0 days 00:00:07.410000,EN_071_31
EN_071_1,133,43,EN,EN_071,RE,0 days 00:01:35.340000,0 days 00:01:36.290000,0 days 00:00:00.950000,ES_071_1
EN_071_3,133,43,EN,EN_071,RE,0 days 00:01:37.420000,0 days 00:01:38.330000,0 days 00:00:00.910000,ES_071_3
EN_071_6,133,43,EN,EN_071,RE,0 days 00:04:51.620000,0 days 00:04:55.020000,0 days 00:00:03.400000,ES_071_6
EN_071_8,133,43,EN,EN_071,RE,0 days 00:07:12.570000,0 days 00:07:19.050000,0 days 00:00:06.480000,ES_071_8
EN_071_11,133,43,EN,EN_071,RE,0 days 00:10:13.370000,0 days 00:10:18.600000,0 days 00:00:05.230000,ES_071_11
EN_071_14,133,43,EN,EN_071,RE,0 days 00:13:17.850000,0 days 00:13:18.580000,0 days 00:00:00.730000,ES_071_14
EN_071_16,133,43,EN,EN_071,RE,0 days 00:15:05.210000,0 days 00:15:08.690000,0 days 00:00:03.480000,ES_071_16
EN_071_18,133,43,EN,EN_071,RE,0 days 00:15:45.300000,0 days 00:15:46.380000,0 days 00:00:01.080000,ES_071_18
EN_071_19,133,43,EN,EN_071,RE,0 days 00:16:56.030000,0 days 00:16:59.280000,0 days 00:00:03.250000,ES_071_19
EN_071_20,133,43,EN,EN_071,RE,0 days 00:18:43,0 days 00:18:47.690000,0 days 00:00:04.690000,ES_071_20
EN_071_22,133,43,EN,EN_071,RE,0 days 00:19:46,0 days 00:19:46.680000,0 days 00:00:00.680000,ES_071_22
EN_071_24,133,43,EN,EN_071,RE,0 days 00:21:14.560000,0 days 00:21:19.270000,0 days 00:00:04.710000,ES_071_24
EN_071_26,133,43,EN,EN_071,RE,0 days 00:22:15.595000,0 days 00:22:16.105000,0 days 00:00:00.510000,ES_071_26
EN_071_28,133,43,EN,EN_071,RE,0 days 00:22:56.795000,0 days 00:22:57.375000,0 days 00:00:00.580000,ES_071_28
EN_071_29,133,43,EN,EN_071,RE,0 days 00:23:44.135000,0 days 00:23:47.495000,0 days 00:00:03.360000,ES_071_29
EN_071_32,133,43,EN,EN_071,RE,0 days 00:24:30.075000,0 days 00:24:30.885000,0 days 00:00:00.810000,ES_071_32
EN_071_33,133,43,EN,EN_071,RE,0 days 00:26:02.120000,0 days 00:26:05.380000,0 days 00:00:03.260000,ES_071_33
EN_071_2,134,51,EN,EN_071,RE,0 days 00:01:36.440000,0 days 00:01:37.200000,0 days 00:00:00.760000,ES_071_2
EN_071_4,134,51,EN,EN_071,RE,0 days 00:03:10.060000,0 days 00:03:13.270000,0 days 00:00:03.210000,ES_071_4
EN_071_5,134,51,EN,EN_071,RE,0 days 00:04:12.660000,0 days 00:04:16.440000,0 days 00:00:03.780000,ES_071_5
EN_071_7,134,51,EN,EN_071,RE,0 days 00:06:01.250000,0 days 00:06:09.480000,0 days 00:00:08.230000,ES_071_7
EN_071_9,134,51,EN,EN_071,RE,0 days 00:07:48.440000,0 days 00:07:52.370000,0 days 00:00:03.930000,ES_071_9
EN_071_10,134,51,EN,EN_071,RE,0 days 00:08:24.670000,0 days 00:08:28.760000,0 days 00:00:04.090000,ES_071_10
EN_071_12,134,51,EN,EN_071,RE,0 days 00:11:39.480000,0 days 00:11:48.480000,0 days 00:00:09,ES_071_12
EN_071_13,134,51,EN,EN_071,RE,0 days 00:13:14.700000,0 days 00:13:21.570000,0 days 00:00:06.870000,ES_071_13
EN_071_15,134,51,EN,EN_071,RE,0 days 00:14:09.700000,0 days 00:14:12.980000,0 days 00:00:03.280000,ES_071_15
EN_071_17,134,51,EN,EN_071,RE,0 days 00:15:42.860000,0 days 00:15:45.300000,0 days 00:00:02.440000,ES_071_17
EN_071_21,134,51,EN,EN_071,RE,0 days 00:19:43.450000,0 days 00:19:49.800000,0 days 00:00:06.350000,ES_071_21
EN_071_23,134,51,EN,EN_071,RE,0 days 00:21:13.560000,0 days 00:21:19.410000,0 days 00:00:05.850000,ES_071_23
EN_071_25,134,51,EN,EN_071,RE,0 days 00:22:09.230000,0 days 00:22:21.170000,0 days 00:00:11.940000,ES_071_25
EN_071_27,134,51,EN,EN_071,RE,0 days 00:22:52.350000,0 days 00:22:59.490000,0 days 00:00:07.140000,ES_071_27
EN_071_30,134,51,EN,EN_071,RE,0 days 00:23:46.820000,0 days 00:23:48.610000,0 days 00:00:01.790000,ES_071_30
EN_071_31,134,51,EN,EN_071,RE,0 days 00:24:25.920000,0 days 00:24:33.660000,0 days 00:00:07.740000,ES_071_31
EN_072_6,135,40,EN,EN_072,OG,0 days 00:01:29,0 days 00:01:31.850000,0 days 00:00:02.850000,ES_072_6
EN_072_8,135,40,EN,EN_072,OG,0 days 00:01:36.285000,0 days 00:01:36.765000,0 days 00:00:00.480000,ES_072_8
EN_072_11,135,40,EN,EN_072,OG,0 days 00:01:46.375000,0 days 00:01:47.145000,0 days 00:00:00.770000,ES_072_11
EN_072_18,135,40,EN,EN_072,OG,0 days 00:04:12.680000,0 days 00:04:16,0 days 00:00:03.320000,ES_072_18
EN_072_19,135,40,EN,EN_072,OG,0 days 00:04:19.550000,0 days 00:04:23.240000,0 days 00:00:03.690000,ES_072_19
EN_072_25,135,40,EN,EN_072,OG,0 days 00:07:09.790000,0 days 00:07:10.080000,0 days 00:00:00.290000,ES_072_25
EN_072_26,135,40,EN,EN_072,OG,0 days 00:07:11.020000,0 days 00:07:11.360000,0 days 00:00:00.340000,ES_072_26
EN_072_27,135,40,EN,EN_072,OG,0 days 00:07:59.398000,0 days 00:08:06.678000,0 days 00:00:07.280000,ES_072_27
EN_072_1,136,52,EN,EN_072,OG,0 days 00:00:22.440000,0 days 00:00:26.620000,0 days 00:00:04.180000,ES_072_1
EN_072_2,136,52,EN,EN_072,OG,0 days 00:00:28.960000,0 days 00:00:32.490000,0 days 00:00:03.530000,ES_072_2
EN_072_3,136,52,EN,EN_072,OG,0 days 00:00:40.180000,0 days 00:00:44.250000,0 days 00:00:04.070000,ES_072_3
EN_072_4,136,52,EN,EN_072,OG,0 days 00:00:52.940000,0 days 00:00:55.630000,0 days 00:00:02.690000,ES_072_4
EN_072_5,136,52,EN,EN_072,OG,0 days 00:01:17.740000,0 days 00:01:22.830000,0 days 00:00:05.090000,ES_072_5
EN_072_9,136,52,EN,EN_072,OG,0 days 00:01:33.230000,0 days 00:01:35.700000,0 days 00:00:02.470000,ES_072_9
EN_072_7,136,52,EN,EN_072,OG,0 days 00:01:36.120000,0 days 00:01:39.900000,0 days 00:00:03.780000,ES_072_7
EN_072_10,136,52,EN,EN_072,OG,0 days 00:01:45.700000,0 days 00:01:48.360000,0 days 00:00:02.660000,ES_072_10
EN_072_12,136,52,EN,EN_072,OG,0 days 00:01:48.845000,0 days 00:01:52.495000,0 days 00:00:03.650000,ES_072_12
EN_072_13,136,52,EN,EN_072,OG,0 days 00:01:54.315000,0 days 00:01:57.925000,0 days 00:00:03.610000,ES_072_13
EN_072_14,136,52,EN,EN_072,OG,0 days 00:02:29.560000,0 days 00:02:32.190000,0 days 00:00:02.630000,ES_072_14
EN_072_15,136,52,EN,EN_072,OG,0 days 00:03:17.830000,0 days 00:03:25.280000,0 days 00:00:07.450000,ES_072_15
EN_072_16,136,52,EN,EN_072,OG,0 days 00:03:35.280000,0 days 00:03:41.550000,0 days 00:00:06.270000,ES_072_16
EN_072_17,136,52,EN,EN_072,OG,0 days 00:03:59.970000,0 days 00:04:04.020000,0 days 00:00:04.050000,ES_072_17
EN_072_20,136,52,EN,EN_072,OG,0 days 00:04:28.350000,0 days 00:04:31.750000,0 days 00:00:03.400000,ES_072_20
EN_072_21,136,52,EN,EN_072,OG,0 days 00:04:41.825000,0 days 00:04:47.535000,0 days 00:00:05.710000,ES_072_21
EN_072_22,136,52,EN,EN_072,OG,0 days 00:05:33.525000,0 days 00:05:38.465000,0 days 00:00:04.940000,ES_072_22
EN_072_23,136,52,EN,EN_072,OG,0 days 00:07:06.880000,0 days 00:07:08.730000,0 days 00:00:01.850000,ES_072_23
EN_072_24,136,52,EN,EN_072,OG,0 days 00:07:09.790000,0 days 00:07:11.360000,0 days 00:00:01.570000,ES_072_24
ES_072_6,135,40,ES,ES_072,RE,0 days 00:08:04.940000,0 days 00:08:08.480000,0 days 00:00:03.540000,EN_072_6
ES_072_8,135,40,ES,ES_072,RE,0 days 00:09:23.922000,0 days 00:09:24.442000,0 days 00:00:00.520000,EN_072_8
