id,participant_id_left,participant_id_right,participant_id_left_unique,participant_id_right_unique,lang_code,conv_id,original_or_reenacted,time_start,time_end,duration,trans_id
ES_065_#33,121,122,40,5,ES,ES_065,OG,0 days 00:09:12.790000,0 days 00:09:16.850000,0 days 00:00:04.060000,EN_065_#33
EN_065_#1,121,122,40,5,EN,EN_065,RE,0 days 00:00:33.360000,0 days 00:00:35.270000,0 days 00:00:01.910000,ES_065_#1
EN_065_#2,121,122,40,5,EN,EN_065,RE,0 days 00:01:17.170000,0 days 00:01:22.140000,0 days 00:00:04.970000,ES_065_#2
EN_065_#3,121,122,40,5,EN,EN_065,RE,0 days 00:02:27.830000,0 days 00:02:34.590000,0 days 00:00:06.760000,ES_065_#3
EN_065_#4,121,122,40,5,EN,EN_065,RE,0 days 00:03:59.200000,0 days 00:04:04.350000,0 days 00:00:05.150000,ES_065_#4
EN_065_#5,121,122,40,5,EN,EN_065,RE,0 days 00:05:12.810000,0 days 00:05:16.440000,0 days 00:00:03.630000,ES_065_#5
EN_065_#6,121,122,40,5,EN,EN_065,RE,0 days 00:06:03.140000,0 days 00:06:08.430000,0 days 00:00:05.290000,ES_065_#6
EN_065_#7,121,122,40,5,EN,EN_065,RE,0 days 00:06:35.240000,0 days 00:06:37.070000,0 days 00:00:01.830000,ES_065_#7
EN_065_#8,121,122,40,5,EN,EN_065,RE,0 days 00:07:02.080000,0 days 00:07:04.720000,0 days 00:00:02.640000,ES_065_#8
EN_065_#9,121,122,40,5,EN,EN_065,RE,0 days 00:07:59.970000,0 days 00:08:03.590000,0 days 00:00:03.620000,ES_065_#9
EN_065_#10,121,122,40,5,EN,EN_065,RE,0 days 00:09:06.880000,0 days 00:09:10.920000,0 days 00:00:04.040000,ES_065_#10
EN_065_#11,121,122,40,5,EN,EN_065,RE,0 days 00:09:31.210000,0 days 00:09:33.440000,0 days 00:00:02.230000,ES_065_#11
EN_065_#12,121,122,40,5,EN,EN_065,RE,0 days 00:10:28.470000,0 days 00:10:31.150000,0 days 00:00:02.680000,ES_065_#12
EN_065_#13,121,122,40,5,EN,EN_065,RE,0 days 00:11:03.660000,0 days 00:11:09.150000,0 days 00:00:05.490000,ES_065_#13
EN_065_#14,121,122,40,5,EN,EN_065,RE,0 days 00:11:35.200000,0 days 00:11:38.220000,0 days 00:00:03.020000,ES_065_#14
EN_065_#15,121,122,40,5,EN,EN_065,RE,0 days 00:12:32.240000,0 days 00:12:36.730000,0 days 00:00:04.490000,ES_065_#15
EN_065_#16,121,122,40,5,EN,EN_065,RE,0 days 00:13:40.160000,0 days 00:13:44.870000,0 days 00:00:04.710000,ES_065_#16
EN_065_#17,121,122,40,5,EN,EN_065,RE,0 days 00:14:28.140000,0 days 00:14:32.050000,0 days 00:00:03.910000,ES_065_#17
EN_065_#18,121,122,40,5,EN,EN_065,RE,0 days 00:15:07.780000,0 days 00:15:12.520000,0 days 00:00:04.740000,ES_065_#18
EN_065_#19,121,122,40,5,EN,EN_065,RE,0 days 00:15:45.300000,0 days 00:15:48.940000,0 days 00:00:03.640000,ES_065_#19
EN_065_#20,121,122,40,5,EN,EN_065,RE,0 days 00:16:49.640000,0 days 00:16:53.680000,0 days 00:00:04.040000,ES_065_#20
EN_065_#21,121,122,40,5,EN,EN_065,RE,0 days 00:17:34.120000,0 days 00:17:40.840000,0 days 00:00:06.720000,ES_065_#21
EN_065_#22,121,122,40,5,EN,EN_065,RE,0 days 00:18:18.010000,0 days 00:18:20.670000,0 days 00:00:02.660000,ES_065_#22
EN_065_#23,121,122,40,5,EN,EN_065,RE,0 days 00:19:01.710000,0 days 00:19:05.980000,0 days 00:00:04.270000,ES_065_#23
EN_065_#24,121,122,40,5,EN,EN_065,RE,0 days 00:19:34.960000,0 days 00:19:39.190000,0 days 00:00:04.230000,ES_065_#24
EN_065_#25,121,122,40,5,EN,EN_065,RE,0 days 00:20:30.740000,0 days 00:20:32.920000,0 days 00:00:02.180000,ES_065_#25
EN_065_#26,121,122,40,5,EN,EN_065,RE,0 days 00:21:19.240000,0 days 00:21:22.060000,0 days 00:00:02.820000,ES_065_#26
EN_065_#27,121,122,40,5,EN,EN_065,RE,0 days 00:22:23.450000,0 days 00:22:27.530000,0 days 00:00:04.080000,ES_065_#27
EN_065_#28,121,122,40,5,EN,EN_065,RE,0 days 00:23:19.700000,0 days 00:23:23.270000,0 days 00:00:03.570000,ES_065_#28
EN_065_#29,121,122,40,5,EN,EN_065,RE,0 days 00:23:54.610000,0 days 00:23:57.620000,0 days 00:00:03.010000,ES_065_#29
EN_065_#30,121,122,40,5,EN,EN_065,RE,0 days 00:24:30.170000,0 days 00:24:34.910000,0 days 00:00:04.740000,ES_065_#30
EN_065_#31,121,122,40,5,EN,EN_065,RE,0 days 00:25:14.480000,0 days 00:25:17.090000,0 days 00:00:02.610000,ES_065_#31
EN_065_#32,121,122,40,5,EN,EN_065,RE,0 days 00:25:37.490000,0 days 00:25:41.480000,0 days 00:00:03.990000,ES_065_#32
EN_065_#33,121,122,40,5,EN,EN_065,RE,0 days 00:26:52.200000,0 days 00:26:57.370000,0 days 00:00:05.170000,ES_065_#33
ES_066_#1,123,124,40,46,ES,ES_066,OG,0 days 00:01:24.690000,0 days 00:01:27.550000,0 days 00:00:02.860000,EN_066_#1
ES_066_#2,123,124,40,46,ES,ES_066,OG,0 days 00:01:33.825000,0 days 00:01:36.935000,0 days 00:00:03.110000,EN_066_#2
ES_066_#3,123,124,40,46,ES,ES_066,OG,0 days 00:01:44.475000,0 days 00:01:48.385000,0 days 00:00:03.910000,EN_066_#3
ES_066_#4,123,124,40,46,ES,ES_066,OG,0 days 00:01:51.750000,0 days 00:01:55.420000,0 days 00:00:03.670000,EN_066_#4
ES_066_#5,123,124,40,46,ES,ES_066,OG,0 days 00:02:15.660000,0 days 00:02:18.060000,0 days 00:00:02.400000,EN_066_#5
ES_066_#6,123,124,40,46,ES,ES_066,OG,0 days 00:02:27.865000,0 days 00:02:31.195000,0 days 00:00:03.330000,EN_066_#6
ES_066_#7,123,124,40,46,ES,ES_066,OG,0 days 00:02:47.400000,0 days 00:02:50.940000,0 days 00:00:03.540000,EN_066_#7
ES_066_#8,123,124,40,46,ES,ES_066,OG,0 days 00:03:04.080000,0 days 00:03:07.140000,0 days 00:00:03.060000,EN_066_#8
ES_066_#9,123,124,40,46,ES,ES_066,OG,0 days 00:03:39.505000,0 days 00:03:42.925000,0 days 00:00:03.420000,EN_066_#9
ES_066_#10,123,124,40,46,ES,ES_066,OG,0 days 00:03:47.420000,0 days 00:03:50.780000,0 days 00:00:03.360000,EN_066_#10
ES_066_#11,123,124,40,46,ES,ES_066,OG,0 days 00:04:27.650000,0 days 00:04:29.720000,0 days 00:00:02.070000,EN_066_#11
ES_066_#12,123,124,40,46,ES,ES_066,OG,0 days 00:04:33.800000,0 days 00:04:36.790000,0 days 00:00:02.990000,EN_066_#12
ES_066_#13,123,124,40,46,ES,ES_066,OG,0 days 00:04:43.920000,0 days 00:04:46.250000,0 days 00:00:02.330000,EN_066_#13
ES_066_#14,123,124,40,46,ES,ES_066,OG,0 days 00:04:56.350000,0 days 00:04:57.720000,0 days 00:00:01.370000,EN_066_#14
ES_066_#15,123,124,40,46,ES,ES_066,OG,0 days 00:05:21.715000,0 days 00:05:25.725000,0 days 00:00:04.010000,EN_066_#15
EN_066_#1,123,124,40,46,EN,EN_066,RE,0 days 00:00:59.870000,0 days 00:01:03.850000,0 days 00:00:03.980000,ES_066_#1
EN_066_#2,123,124,40,46,EN,EN_066,RE,0 days 00:02:34.900000,0 days 00:02:37.690000,0 days 00:00:02.790000,ES_066_#2
EN_066_#3,123,124,40,46,EN,EN_066,RE,0 days 00:04:07.330000,0 days 00:04:14.720000,0 days 00:00:07.390000,ES_066_#3
EN_066_#4,123,124,40,46,EN,EN_066,RE,0 days 00:06:05.110000,0 days 00:06:07.740000,0 days 00:00:02.630000,ES_066_#4
EN_066_#5,123,124,40,46,EN,EN_066,RE,0 days 00:08:10.700000,0 days 00:08:13.610000,0 days 00:00:02.910000,ES_066_#5
EN_066_#6,123,124,40,46,EN,EN_066,RE,0 days 00:09:27.870000,0 days 00:09:32.380000,0 days 00:00:04.510000,ES_066_#6
EN_066_#7,123,124,40,46,EN,EN_066,RE,0 days 00:11:37.080000,0 days 00:11:42.420000,0 days 00:00:05.340000,ES_066_#7
EN_066_#8,123,124,40,46,EN,EN_066,RE,0 days 00:14:20.110000,0 days 00:14:25.020000,0 days 00:00:04.910000,ES_066_#8
EN_066_#9,123,124,40,46,EN,EN_066,RE,0 days 00:15:19.720000,0 days 00:15:23.500000,0 days 00:00:03.780000,ES_066_#9
EN_066_#10,123,124,40,46,EN,EN_066,RE,0 days 00:17:54.150000,0 days 00:17:57.890000,0 days 00:00:03.740000,ES_066_#10
EN_066_#11,123,124,40,46,EN,EN_066,RE,0 days 00:18:59.880000,0 days 00:19:02.490000,0 days 00:00:02.610000,ES_066_#11
EN_066_#12,123,124,40,46,EN,EN_066,RE,0 days 00:22:39.240000,0 days 00:22:44.260000,0 days 00:00:05.020000,ES_066_#12
EN_066_#13,123,124,40,46,EN,EN_066,RE,0 days 00:24:36.070000,0 days 00:24:38.250000,0 days 00:00:02.180000,ES_066_#13
EN_066_#14,123,124,40,46,EN,EN_066,RE,0 days 00:25:49.940000,0 days 00:25:51.870000,0 days 00:00:01.930000,ES_066_#14
EN_066_#15,123,124,40,46,EN,EN_066,RE,0 days 00:28:03.540000,0 days 00:28:08.080000,0 days 00:00:04.540000,ES_066_#15
ES_067_#1,125,126,40,47,ES,ES_067,OG,0 days 00:00:40.840000,0 days 00:00:42.480000,0 days 00:00:01.640000,EN_067_#1
ES_067_#2,125,126,40,47,ES,ES_067,OG,0 days 00:00:55.300000,0 days 00:00:57.240000,0 days 00:00:01.940000,EN_067_#2
ES_067_#3,125,126,40,47,ES,ES_067,OG,0 days 00:01:03.010000,0 days 00:01:06.240000,0 days 00:00:03.230000,EN_067_#3
ES_067_#4,125,126,40,47,ES,ES_067,OG,0 days 00:01:25.130000,0 days 00:01:27.290000,0 days 00:00:02.160000,EN_067_#4
ES_067_#5,125,126,40,47,ES,ES_067,OG,0 days 00:01:35.910000,0 days 00:01:37.585000,0 days 00:00:01.675000,EN_067_#5
ES_067_#6,125,126,40,47,ES,ES_067,OG,0 days 00:01:42.400000,0 days 00:01:44.910000,0 days 00:00:02.510000,EN_067_#6
ES_067_#7,125,126,40,47,ES,ES_067,OG,0 days 00:01:50.660000,0 days 00:01:52.800000,0 days 00:00:02.140000,EN_067_#7
ES_067_#8,125,126,40,47,ES,ES_067,OG,0 days 00:01:58.040000,0 days 00:02:01.070000,0 days 00:00:03.030000,EN_067_#8
ES_067_#9,125,126,40,47,ES,ES_067,OG,0 days 00:02:13.880000,0 days 00:02:18.100000,0 days 00:00:04.220000,EN_067_#9
ES_067_#10,125,126,40,47,ES,ES_067,OG,0 days 00:02:33.705000,0 days 00:02:36.595000,0 days 00:00:02.890000,EN_067_#10
ES_067_#11,125,126,40,47,ES,ES_067,OG,0 days 00:02:40.645000,0 days 00:02:43.255000,0 days 00:00:02.610000,EN_067_#11
ES_067_#12,125,126,40,47,ES,ES_067,OG,0 days 00:02:58.065000,0 days 00:03:02.875000,0 days 00:00:04.810000,EN_067_#12
ES_067_#13,125,126,40,47,ES,ES_067,OG,0 days 00:03:09.805000,0 days 00:03:12.445000,0 days 00:00:02.640000,EN_067_#13
ES_067_#14,125,126,40,47,ES,ES_067,OG,0 days 00:03:18.400000,0 days 00:03:21.800000,0 days 00:00:03.400000,EN_067_#14
ES_067_#15,125,126,40,47,ES,ES_067,OG,0 days 00:03:23.655000,0 days 00:03:26.885000,0 days 00:00:03.230000,EN_067_#15
ES_067_#16,125,126,40,47,ES,ES_067,OG,0 days 00:03:36.505000,0 days 00:03:39.635000,0 days 00:00:03.130000,EN_067_#16
ES_067_#17,125,126,40,47,ES,ES_067,OG,0 days 00:03:44.210000,0 days 00:03:48.270000,0 days 00:00:04.060000,EN_067_#17
ES_067_#18,125,126,40,47,ES,ES_067,OG,0 days 00:04:27.890000,0 days 00:04:30.590000,0 days 00:00:02.700000,EN_067_#18
ES_067_#29,125,126,40,47,ES,ES_067,OG,0 days 00:04:47.530000,0 days 00:04:49.380000,0 days 00:00:01.850000,EN_067_#29
ES_067_#19,125,126,40,47,ES,ES_067,OG,0 days 00:05:15.890000,0 days 00:05:17.260000,0 days 00:00:01.370000,EN_067_#19
ES_067_#20,125,126,40,47,ES,ES_067,OG,0 days 00:06:11.600000,0 days 00:06:14.750000,0 days 00:00:03.150000,EN_067_#20
ES_067_#21,125,126,40,47,ES,ES_067,OG,0 days 00:06:28.740000,0 days 00:06:31.580000,0 days 00:00:02.840000,EN_067_#21
ES_067_#22,125,126,40,47,ES,ES_067,OG,0 days 00:06:39.635000,0 days 00:06:41.025000,0 days 00:00:01.390000,EN_067_#22
ES_067_#23,125,126,40,47,ES,ES_067,OG,0 days 00:07:39.060000,0 days 00:07:41.260000,0 days 00:00:02.200000,EN_067_#23
ES_067_#24,125,126,40,47,ES,ES_067,OG,0 days 00:07:48.400000,0 days 00:07:51.190000,0 days 00:00:02.790000,EN_067_#24
ES_067_#25,125,126,40,47,ES,ES_067,OG,0 days 00:07:58.880000,0 days 00:08:02.110000,0 days 00:00:03.230000,EN_067_#25
ES_067_#28,125,126,40,47,ES,ES_067,OG,0 days 00:08:18.690000,0 days 00:08:20.620000,0 days 00:00:01.930000,EN_067_#28
ES_067_#27,125,126,40,47,ES,ES_067,OG,0 days 00:08:35.180000,0 days 00:08:38.470000,0 days 00:00:03.290000,EN_067_#27
ES_067_#26,125,126,40,47,ES,ES_067,OG,0 days 00:08:44.970000,0 days 00:08:47.060000,0 days 00:00:02.090000,EN_067_#26
EN_067_#1,125,126,40,47,EN,EN_067,RE,0 days 00:01:03.360000,0 days 00:01:05,0 days 00:00:01.640000,ES_067_#1
EN_067_#2,125,126,40,47,EN,EN_067,RE,0 days 00:02:10.270000,0 days 00:02:12.570000,0 days 00:00:02.300000,ES_067_#2
EN_067_#3,125,126,40,47,EN,EN_067,RE,0 days 00:02:43.110000,0 days 00:02:45.090000,0 days 00:00:01.980000,ES_067_#3
EN_067_#4,125,126,40,47,EN,EN_067,RE,0 days 00:03:22.190000,0 days 00:03:23.930000,0 days 00:00:01.740000,ES_067_#4
EN_067_#5,125,126,40,47,EN,EN_067,RE,0 days 00:03:58.080000,0 days 00:03:59.970000,0 days 00:00:01.890000,ES_067_#5
EN_067_#6,125,126,40,47,EN,EN_067,RE,0 days 00:04:22.360000,0 days 00:04:24.370000,0 days 00:00:02.010000,ES_067_#6
EN_067_#7,125,126,40,47,EN,EN_067,RE,0 days 00:05:19.670000,0 days 00:05:21.590000,0 days 00:00:01.920000,ES_067_#7
EN_067_#8,125,126,40,47,EN,EN_067,RE,0 days 00:06:52.510000,0 days 00:06:54.890000,0 days 00:00:02.380000,ES_067_#8
EN_067_#9,125,126,40,47,EN,EN_067,RE,0 days 00:08:31.130000,0 days 00:08:35.320000,0 days 00:00:04.190000,ES_067_#9
EN_067_#10,125,126,40,47,EN,EN_067,RE,0 days 00:09:16.220000,0 days 00:09:19.260000,0 days 00:00:03.040000,ES_067_#10
EN_067_#11,125,126,40,47,EN,EN_067,RE,0 days 00:09:52.790000,0 days 00:09:55,0 days 00:00:02.210000,ES_067_#11
EN_067_#12,125,126,40,47,EN,EN_067,RE,0 days 00:11:04.250000,0 days 00:11:07.740000,0 days 00:00:03.490000,ES_067_#12
EN_067_#13,125,126,40,47,EN,EN_067,RE,0 days 00:12:35.570000,0 days 00:12:38.330000,0 days 00:00:02.760000,ES_067_#13
EN_067_#14,125,126,40,47,EN,EN_067,RE,0 days 00:14:26.840000,0 days 00:14:30.670000,0 days 00:00:03.830000,ES_067_#14
EN_067_#15,125,126,40,47,EN,EN_067,RE,0 days 00:15:54.950000,0 days 00:15:58.710000,0 days 00:00:03.760000,ES_067_#15
EN_067_#16,125,126,40,47,EN,EN_067,RE,0 days 00:17:26.770000,0 days 00:17:29.660000,0 days 00:00:02.890000,ES_067_#16
EN_067_#17,125,126,40,47,EN,EN_067,RE,0 days 00:18:59.240000,0 days 00:19:01.650000,0 days 00:00:02.410000,ES_067_#17
EN_067_#18,125,126,40,47,EN,EN_067,RE,0 days 00:21:11.320000,0 days 00:21:13.720000,0 days 00:00:02.400000,ES_067_#18
EN_067_#19,125,126,40,47,EN,EN_067,RE,0 days 00:22:09.720000,0 days 00:22:11.020000,0 days 00:00:01.300000,ES_067_#19
EN_067_#20,125,126,40,47,EN,EN_067,RE,0 days 00:24:38.990000,0 days 00:24:42.180000,0 days 00:00:03.190000,ES_067_#20
EN_067_#21,125,126,40,47,EN,EN_067,RE,0 days 00:26:06.590000,0 days 00:26:08.640000,0 days 00:00:02.050000,ES_067_#21
EN_067_#22,125,126,40,47,EN,EN_067,RE,0 days 00:26:33.610000,0 days 00:26:34.880000,0 days 00:00:01.270000,ES_067_#22
EN_067_#23,125,126,40,47,EN,EN_067,RE,0 days 00:29:12.980000,0 days 00:29:15.120000,0 days 00:00:02.140000,ES_067_#23
EN_067_#24,125,126,40,47,EN,EN_067,RE,0 days 00:29:43.580000,0 days 00:29:46.420000,0 days 00:00:02.840000,ES_067_#24
EN_067_#25,125,126,40,47,EN,EN_067,RE,0 days 00:30:56.340000,0 days 00:30:58.780000,0 days 00:00:02.440000,ES_067_#25
EN_067_#26,125,126,40,47,EN,EN_067,RE,0 days 00:32:55.685000,0 days 00:32:58.465000,0 days 00:00:02.780000,ES_067_#26
EN_067_#27,125,126,40,47,EN,EN_067,RE,0 days 00:34:02.060000,0 days 00:34:05.660000,0 days 00:00:03.600000,ES_067_#27
EN_067_#28,125,126,40,47,EN,EN_067,RE,0 days 00:34:34.470000,0 days 00:34:37.070000,0 days 00:00:02.600000,ES_067_#28
EN_067_#29,125,126,40,47,EN,EN_067,RE,0 days 00:35:07.490000,0 days 00:35:09.600000,0 days 00:00:02.110000,ES_067_#29
EN_068_#1,127,128,40,43,EN,EN_068,OG,0 days 00:00:37.660000,0 days 00:00:40.390000,0 days 00:00:02.730000,ES_068_#1
EN_068_#2,127,128,40,43,EN,EN_068,OG,0 days 00:00:50.600000,0 days 00:00:52.380000,0 days 00:00:01.780000,ES_068_#2
EN_068_#3,127,128,40,43,EN,EN_068,OG,0 days 00:00:53.615000,0 days 00:00:55.405000,0 days 00:00:01.790000,ES_068_#3
EN_068_#4,127,128,40,43,EN,EN_068,OG,0 days 00:00:57.285000,0 days 00:01:00.925000,0 days 00:00:03.640000,ES_068_#4
EN_068_#5,127,128,40,43,EN,EN_068,OG,0 days 00:01:08.020000,0 days 00:01:10.610000,0 days 00:00:02.590000,ES_068_#5
EN_068_#6,127,128,40,43,EN,EN_068,OG,0 days 00:01:23.640000,0 days 00:01:25.090000,0 days 00:00:01.450000,ES_068_#6
EN_068_#7,127,128,40,43,EN,EN_068,OG,0 days 00:01:30.730000,0 days 00:01:33.630000,0 days 00:00:02.900000,ES_068_#7
EN_068_#8,127,128,40,43,EN,EN_068,OG,0 days 00:01:40.720000,0 days 00:01:43.390000,0 days 00:00:02.670000,ES_068_#8
EN_068_#9,127,128,40,43,EN,EN_068,OG,0 days 00:01:58.685000,0 days 00:02:02.025000,0 days 00:00:03.340000,ES_068_#9
EN_068_#10,127,128,40,43,EN,EN_068,OG,0 days 00:02:06.700000,0 days 00:02:08.980000,0 days 00:00:02.280000,ES_068_#10
EN_068_#11,127,128,40,43,EN,EN_068,OG,0 days 00:02:17.180000,0 days 00:02:18.830000,0 days 00:00:01.650000,ES_068_#11
EN_068_#12,127,128,40,43,EN,EN_068,OG,0 days 00:02:33.790000,0 days 00:02:35.560000,0 days 00:00:01.770000,ES_068_#12
EN_068_#13,127,128,40,43,EN,EN_068,OG,0 days 00:02:47.760000,0 days 00:02:51.250000,0 days 00:00:03.490000,ES_068_#13
EN_068_#14,127,128,40,43,EN,EN_068,OG,0 days 00:02:54.160000,0 days 00:02:57.800000,0 days 00:00:03.640000,ES_068_#14
EN_068_#15,127,128,40,43,EN,EN_068,OG,0 days 00:03:22.360000,0 days 00:03:25.420000,0 days 00:00:03.060000,ES_068_#15
EN_068_#16,127,128,40,43,EN,EN_068,OG,0 days 00:03:35.620000,0 days 00:03:40.160000,0 days 00:00:04.540000,ES_068_#16
EN_068_#17,127,128,40,43,EN,EN_068,OG,0 days 00:03:53.465000,0 days 00:03:57.535000,0 days 00:00:04.070000,ES_068_#17
EN_068_#18,127,128,40,43,EN,EN_068,OG,0 days 00:04:05.615000,0 days 00:04:06.995000,0 days 00:00:01.380000,ES_068_#18
EN_068_#19,127,128,40,43,EN,EN_068,OG,0 days 00:04:16.350000,0 days 00:04:19.550000,0 days 00:00:03.200000,ES_068_#19
EN_068_#20,127,128,40,43,EN,EN_068,OG,0 days 00:04:28.525000,0 days 00:04:31.175000,0 days 00:00:02.650000,ES_068_#20
EN_068_#21,127,128,40,43,EN,EN_068,OG,0 days 00:04:34.610000,0 days 00:04:37.190000,0 days 00:00:02.580000,ES_068_#21
EN_068_#22,127,128,40,43,EN,EN_068,OG,0 days 00:04:47.390000,0 days 00:04:49.400000,0 days 00:00:02.010000,ES_068_#22
EN_068_#23,127,128,40,43,EN,EN_068,OG,0 days 00:05:08.510000,0 days 00:05:11.540000,0 days 00:00:03.030000,ES_068_#23
EN_068_#24,127,128,40,43,EN,EN_068,OG,0 days 00:05:15.540000,0 days 00:05:17.170000,0 days 00:00:01.630000,ES_068_#24
EN_068_#25,127,128,40,43,EN,EN_068,OG,0 days 00:05:17.660000,0 days 00:05:21.550000,0 days 00:00:03.890000,ES_068_#25
EN_068_#26,127,128,40,43,EN,EN_068,OG,0 days 00:05:32.550000,0 days 00:05:36.200000,0 days 00:00:03.650000,ES_068_#26
EN_068_#27,127,128,40,43,EN,EN_068,OG,0 days 00:05:43.755000,0 days 00:05:47.365000,0 days 00:00:03.610000,ES_068_#27
EN_068_#28,127,128,40,43,EN,EN_068,OG,0 days 00:06:34.410000,0 days 00:06:37.320000,0 days 00:00:02.910000,ES_068_#28
EN_068_#29,127,128,40,43,EN,EN_068,OG,0 days 00:06:46.240000,0 days 00:06:49.110000,0 days 00:00:02.870000,ES_068_#29
EN_068_#30,127,128,40,43,EN,EN_068,OG,0 days 00:06:55.590000,0 days 00:06:57.090000,0 days 00:00:01.500000,ES_068_#30
EN_068_#31,127,128,40,43,EN,EN_068,OG,0 days 00:07:05.625000,0 days 00:07:07.185000,0 days 00:00:01.560000,ES_068_#31
EN_068_#32,127,128,40,43,EN,EN_068,OG,0 days 00:07:16.650000,0 days 00:07:18.620000,0 days 00:00:01.970000,ES_068_#32
EN_068_#33,127,128,40,43,EN,EN_068,OG,0 days 00:07:36.680000,0 days 00:07:38.250000,0 days 00:00:01.570000,ES_068_#33
EN_068_#34,127,128,40,43,EN,EN_068,OG,0 days 00:08:03.920000,0 days 00:08:06.240000,0 days 00:00:02.320000,ES_068_#34
EN_068_#35,127,128,40,43,EN,EN_068,OG,0 days 00:08:12.650000,0 days 00:08:13.950000,0 days 00:00:01.300000,ES_068_#35
EN_068_#36,127,128,40,43,EN,EN_068,OG,0 days 00:08:17.045000,0 days 00:08:18.555000,0 days 00:00:01.510000,ES_068_#36
EN_068_#37,127,128,40,43,EN,EN_068,OG,0 days 00:08:23.845000,0 days 00:08:24.805000,0 days 00:00:00.960000,ES_068_#37
EN_068_#38,127,128,40,43,EN,EN_068,OG,0 days 00:08:32.320000,0 days 00:08:33.980000,0 days 00:00:01.660000,ES_068_#38
EN_068_#39,127,128,40,43,EN,EN_068,OG,0 days 00:08:48.195000,0 days 00:08:50.435000,0 days 00:00:02.240000,ES_068_#39
ES_068_#1,127,128,40,43,ES,ES_068,RE,0 days 00:01:32.290000,0 days 00:01:35.820000,0 days 00:00:03.530000,EN_068_#1
ES_068_#2,127,128,40,43,ES,ES_068,RE,0 days 00:03:08.130000,0 days 00:03:09.780000,0 days 00:00:01.650000,EN_068_#2
ES_068_#3,127,128,40,43,ES,ES_068,RE,0 days 00:03:40.140000,0 days 00:03:41.800000,0 days 00:00:01.660000,EN_068_#3
ES_068_#4,127,128,40,43,ES,ES_068,RE,0 days 00:04:05.590000,0 days 00:04:09.460000,0 days 00:00:03.870000,EN_068_#4
ES_068_#5,127,128,40,43,ES,ES_068,RE,0 days 00:05:03.870000,0 days 00:05:06.060000,0 days 00:00:02.190000,EN_068_#5
ES_068_#6,127,128,40,43,ES,ES_068,RE,0 days 00:05:39.750000,0 days 00:05:41.320000,0 days 00:00:01.570000,EN_068_#6
ES_068_#7,127,128,40,43,ES,ES_068,RE,0 days 00:07:29.790000,0 days 00:07:32.520000,0 days 00:00:02.730000,EN_068_#7
ES_068_#8,127,128,40,43,ES,ES_068,RE,0 days 00:08:43.700000,0 days 00:08:45.960000,0 days 00:00:02.260000,EN_068_#8
ES_068_#9,127,128,40,43,ES,ES_068,RE,0 days 00:10:22.160000,0 days 00:10:26.900000,0 days 00:00:04.740000,EN_068_#9
ES_068_#10,127,128,40,43,ES,ES_068,RE,0 days 00:11:14.290000,0 days 00:11:16.700000,0 days 00:00:02.410000,EN_068_#10
ES_068_#11,127,128,40,43,ES,ES_068,RE,0 days 00:11:59.960000,0 days 00:12:02.220000,0 days 00:00:02.260000,EN_068_#11
ES_068_#12,127,128,40,43,ES,ES_068,RE,0 days 00:12:46.360000,0 days 00:12:48.210000,0 days 00:00:01.850000,EN_068_#12
ES_068_#13,127,128,40,43,ES,ES_068,RE,0 days 00:13:46.630000,0 days 00:13:50.800000,0 days 00:00:04.170000,EN_068_#13
ES_068_#14,127,128,40,43,ES,ES_068,RE,0 days 00:14:24.940000,0 days 00:14:29.360000,0 days 00:00:04.420000,EN_068_#14
ES_068_#15,127,128,40,43,ES,ES_068,RE,0 days 00:15:51.010000,0 days 00:15:55.220000,0 days 00:00:04.210000,EN_068_#15
ES_068_#16,127,128,40,43,ES,ES_068,RE,0 days 00:17:50.660000,0 days 00:17:55.750000,0 days 00:00:05.090000,EN_068_#16
ES_068_#17,127,128,40,43,ES,ES_068,RE,0 days 00:18:39.740000,0 days 00:18:43.830000,0 days 00:00:04.090000,EN_068_#17
ES_068_#18,127,128,40,43,ES,ES_068,RE,0 days 00:19:30.750000,0 days 00:19:32.550000,0 days 00:00:01.800000,EN_068_#18
ES_068_#19,127,128,40,43,ES,ES_068,RE,0 days 00:20:06.020000,0 days 00:20:09.320000,0 days 00:00:03.300000,EN_068_#19
ES_068_#20,127,128,40,43,ES,ES_068,RE,0 days 00:21:28.650000,0 days 00:21:31.150000,0 days 00:00:02.500000,EN_068_#20
ES_068_#21,127,128,40,43,ES,ES_068,RE,0 days 00:22:55.510000,0 days 00:22:58.880000,0 days 00:00:03.370000,EN_068_#21
ES_068_#22,127,128,40,43,ES,ES_068,RE,0 days 00:24:52.320000,0 days 00:24:54.780000,0 days 00:00:02.460000,EN_068_#22
ES_068_#23,127,128,40,43,ES,ES_068,RE,0 days 00:26:10.080000,0 days 00:26:12.840000,0 days 00:00:02.760000,EN_068_#23
ES_068_#24,127,128,40,43,ES,ES_068,RE,0 days 00:27:09.800000,0 days 00:27:11.530000,0 days 00:00:01.730000,EN_068_#24
ES_068_#25,127,128,40,43,ES,ES_068,RE,0 days 00:27:56.360000,0 days 00:28:00.530000,0 days 00:00:04.170000,EN_068_#25
ES_068_#26,127,128,40,43,ES,ES_068,RE,0 days 00:29:18.720000,0 days 00:29:22.340000,0 days 00:00:03.620000,EN_068_#26
ES_068_#27,127,128,40,43,ES,ES_068,RE,0 days 00:30:24.160000,0 days 00:30:29.070000,0 days 00:00:04.910000,EN_068_#27
