id,markup_value,tier_name,time_start,time_end,conv_id,trans_conv_id,lang_code,trans_lang_code,conv_audio_path,original_or_reenacted,participant_id_left,participant_id_right,participant_id_left_unique,participant_id_right_unique,trans_id,duration,audio_path
ES_063_#1,#1,Utterance,0 days 00:00:04.040000,0 days 00:00:06.490000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#1,0 days 00:00:02.450000,fragments-long/ES_063_#1.wav
ES_063_#2,#2,Utterance,0 days 00:00:32.620000,0 days 00:00:34.110000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#2,0 days 00:00:01.490000,fragments-long/ES_063_#2.wav
ES_063_#3,#3,Utterance,0 days 00:00:35.050000,0 days 00:00:39.350000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#3,0 days 00:00:04.300000,fragments-long/ES_063_#3.wav
ES_063_#4,#4,Utterance,0 days 00:00:48.925000,0 days 00:00:52.305000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#4,0 days 00:00:03.380000,fragments-long/ES_063_#4.wav
ES_063_#5,#5,Utterance,0 days 00:01:09.790000,0 days 00:01:11.900000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#5,0 days 00:00:02.110000,fragments-long/ES_063_#5.wav
ES_063_#6,#6,Utterance,0 days 00:01:21.600000,0 days 00:01:23.780000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#6,0 days 00:00:02.180000,fragments-long/ES_063_#6.wav
ES_063_#7,#7,Utterance,0 days 00:01:40.930000,0 days 00:01:44.070000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#7,0 days 00:00:03.140000,fragments-long/ES_063_#7.wav
ES_063_#8,#8,Utterance,0 days 00:01:49.130000,0 days 00:01:51.990000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#8,0 days 00:00:02.860000,fragments-long/ES_063_#8.wav
ES_063_#9,#9,Utterance,0 days 00:02:18.105000,0 days 00:02:23.999000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#9,0 days 00:00:05.894000,fragments-long/ES_063_#9.wav
ES_063_#10,#10,Utterance,0 days 00:02:25.650000,0 days 00:02:27.410000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#10,0 days 00:00:01.760000,fragments-long/ES_063_#10.wav
ES_063_#11,#11,Utterance,0 days 00:02:43.845000,0 days 00:02:47.999000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#11,0 days 00:00:04.154000,fragments-long/ES_063_#11.wav
ES_063_#12,#12,Utterance,0 days 00:03:19.165000,0 days 00:03:24.985000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#12,0 days 00:00:05.820000,fragments-long/ES_063_#12.wav
ES_063_#13,#13,Utterance,0 days 00:03:31.760000,0 days 00:03:34.390000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#13,0 days 00:00:02.630000,fragments-long/ES_063_#13.wav
ES_063_#14,#14,Utterance,0 days 00:03:48.260000,0 days 00:03:51.450000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#14,0 days 00:00:03.190000,fragments-long/ES_063_#14.wav
ES_063_#15,#15,Utterance,0 days 00:03:52.280000,0 days 00:03:58.790000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#15,0 days 00:00:06.510000,fragments-long/ES_063_#15.wav
ES_063_#16,#16,Utterance,0 days 00:04:57.830000,0 days 00:05:01.060000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#16,0 days 00:00:03.230000,fragments-long/ES_063_#16.wav
ES_063_#17,#17,Utterance,0 days 00:05:17.875000,0 days 00:05:19.755000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#17,0 days 00:00:01.880000,fragments-long/ES_063_#17.wav
ES_063_#18,#18,Utterance,0 days 00:06:09.460000,0 days 00:06:12.620000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#18,0 days 00:00:03.160000,fragments-long/ES_063_#18.wav
ES_063_#19,#19,Utterance,0 days 00:06:17.490000,0 days 00:06:20.030000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#19,0 days 00:00:02.540000,fragments-long/ES_063_#19.wav
ES_063_#20,#20,Utterance,0 days 00:06:24.640000,0 days 00:06:28.340000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#20,0 days 00:00:03.700000,fragments-long/ES_063_#20.wav
ES_063_#21,#21,Utterance,0 days 00:06:50.960000,0 days 00:06:54.410000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#21,0 days 00:00:03.450000,fragments-long/ES_063_#21.wav
ES_063_#22,#22,Utterance,0 days 00:07:08.470000,0 days 00:07:11.210000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#22,0 days 00:00:02.740000,fragments-long/ES_063_#22.wav
ES_063_#23,#23,Utterance,0 days 00:07:45.785000,0 days 00:07:47.295000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#23,0 days 00:00:01.510000,fragments-long/ES_063_#23.wav
ES_063_#24,#24,Utterance,0 days 00:07:56.655000,0 days 00:08:00.325000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#24,0 days 00:00:03.670000,fragments-long/ES_063_#24.wav
ES_063_#25,#25,Utterance,0 days 00:08:11.815000,0 days 00:08:13.125000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#25,0 days 00:00:01.310000,fragments-long/ES_063_#25.wav
ES_063_#26,#26,Utterance,0 days 00:08:24.495000,0 days 00:08:27.695000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#26,0 days 00:00:03.200000,fragments-long/ES_063_#26.wav
ES_063_#27,#27,Utterance,0 days 00:08:39.400000,0 days 00:08:42.990000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#27,0 days 00:00:03.590000,fragments-long/ES_063_#27.wav
ES_063_#28,#28,Utterance,0 days 00:08:46.900000,0 days 00:08:51.230000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#28,0 days 00:00:04.330000,fragments-long/ES_063_#28.wav
ES_063_#29,#29,Utterance,0 days 00:08:59.495000,0 days 00:09:04.095000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#29,0 days 00:00:04.600000,fragments-long/ES_063_#29.wav
ES_063_#30,#30,Utterance,0 days 00:09:21.265000,0 days 00:09:23.460000,ES_063,EN_063,ES,EN,recordings/ES_063.wav,OG,117,118,14,20,EN_063_#30,0 days 00:00:02.195000,fragments-long/ES_063_#30.wav
EN_063_#1,#1,Utterance,0 days 00:00:20.490000,0 days 00:00:22.640000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#1,0 days 00:00:02.150000,fragments-long/EN_063_#1.wav
EN_063_#2,#2,Utterance,0 days 00:01:39.350000,0 days 00:01:41.020000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#2,0 days 00:00:01.670000,fragments-long/EN_063_#2.wav
EN_063_#3,#3,Utterance,0 days 00:02:03.900000,0 days 00:02:07.890000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#3,0 days 00:00:03.990000,fragments-long/EN_063_#3.wav
EN_063_#4,#4,Utterance,0 days 00:02:46.770000,0 days 00:02:50.590000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#4,0 days 00:00:03.820000,fragments-long/EN_063_#4.wav
EN_063_#5,#5,Utterance,0 days 00:03:42.640000,0 days 00:03:44.620000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#5,0 days 00:00:01.980000,fragments-long/EN_063_#5.wav
EN_063_#6,#6,Utterance,0 days 00:04:30.020000,0 days 00:04:32.260000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#6,0 days 00:00:02.240000,fragments-long/EN_063_#6.wav
EN_063_#7,#7,Utterance,0 days 00:05:24.130000,0 days 00:05:27.910000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#7,0 days 00:00:03.780000,fragments-long/EN_063_#7.wav
EN_063_#8,#8,Utterance,0 days 00:06:16.270000,0 days 00:06:18.630000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#8,0 days 00:00:02.360000,fragments-long/EN_063_#8.wav
EN_063_#9,#9,Utterance,0 days 00:07:32.650000,0 days 00:07:36.730000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#9,0 days 00:00:04.080000,fragments-long/EN_063_#9.wav
EN_063_#10,#10,Utterance,0 days 00:08:10.960000,0 days 00:08:13.420000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#10,0 days 00:00:02.460000,fragments-long/EN_063_#10.wav
EN_063_#11,#11,Utterance,0 days 00:08:56.370000,0 days 00:09:00.250000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#11,0 days 00:00:03.880000,fragments-long/EN_063_#11.wav
EN_063_#12,#12,Utterance,0 days 00:09:59.970000,0 days 00:10:03.380000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#12,0 days 00:00:03.410000,fragments-long/EN_063_#12.wav
EN_063_#13,#13,Utterance,0 days 00:10:46.190000,0 days 00:10:48.820000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#13,0 days 00:00:02.630000,fragments-long/EN_063_#13.wav
EN_063_#14,#14,Utterance,0 days 00:12:41.800000,0 days 00:12:44.480000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#14,0 days 00:00:02.680000,fragments-long/EN_063_#14.wav
EN_063_#15,#15,Utterance,0 days 00:14:16.500000,0 days 00:14:23.290000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#15,0 days 00:00:06.790000,fragments-long/EN_063_#15.wav
EN_063_#16,#16,Utterance,0 days 00:17:06.380000,0 days 00:17:09,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#16,0 days 00:00:02.620000,fragments-long/EN_063_#16.wav
EN_063_#17,#17,Utterance,0 days 00:18:14.600000,0 days 00:18:17.080000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#17,0 days 00:00:02.480000,fragments-long/EN_063_#17.wav
EN_063_#18,#18,Utterance,0 days 00:19:36.430000,0 days 00:19:39.860000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#18,0 days 00:00:03.430000,fragments-long/EN_063_#18.wav
EN_063_#19,#19,Utterance,0 days 00:20:29.720000,0 days 00:20:33.900000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#19,0 days 00:00:04.180000,fragments-long/EN_063_#19.wav
EN_063_#20,#20,Utterance,0 days 00:21:42.940000,0 days 00:21:46.170000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#20,0 days 00:00:03.230000,fragments-long/EN_063_#20.wav
EN_063_#21,#21,Utterance,0 days 00:23:52.750000,0 days 00:23:56.850000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#21,0 days 00:00:04.100000,fragments-long/EN_063_#21.wav
EN_063_#22,#22,Utterance,0 days 00:24:45.700000,0 days 00:24:48.180000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#22,0 days 00:00:02.480000,fragments-long/EN_063_#22.wav
EN_063_#23,#23,Utterance,0 days 00:25:40.140000,0 days 00:25:41.570000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#23,0 days 00:00:01.430000,fragments-long/EN_063_#23.wav
EN_063_#24,#24,Utterance,0 days 00:26:58.360000,0 days 00:27:01.310000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#24,0 days 00:00:02.950000,fragments-long/EN_063_#24.wav
EN_063_#25,#25,Utterance,0 days 00:27:59.290000,0 days 00:28:00.480000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#25,0 days 00:00:01.190000,fragments-long/EN_063_#25.wav
EN_063_#26,#26,Utterance,0 days 00:29:04.300000,0 days 00:29:08.010000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#26,0 days 00:00:03.710000,fragments-long/EN_063_#26.wav
EN_063_#27,#27,Utterance,0 days 00:29:55.450000,0 days 00:29:58.380000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#27,0 days 00:00:02.930000,fragments-long/EN_063_#27.wav
EN_063_#28,#28,Utterance,0 days 00:31:14.780000,0 days 00:31:20.010000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#28,0 days 00:00:05.230000,fragments-long/EN_063_#28.wav
EN_063_#29,#29,Utterance,0 days 00:32:59.390000,0 days 00:33:03.750000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#29,0 days 00:00:04.360000,fragments-long/EN_063_#29.wav
EN_063_#30,#30,Utterance,0 days 00:33:46.120000,0 days 00:33:48.690000,EN_063,ES_063,EN,ES,recordings/EN_063.wav,RE,117,118,14,20,ES_063_#30,0 days 00:00:02.570000,fragments-long/EN_063_#30.wav
EN_064_#1,#1,Utterance,0 days 00:00:00.560000,0 days 00:00:02.950000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#1,0 days 00:00:02.390000,fragments-long/EN_064_#1.wav
EN_064_#2,#2,Utterance,0 days 00:00:15.175000,0 days 00:00:18.955000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#2,0 days 00:00:03.780000,fragments-long/EN_064_#2.wav
EN_064_#3,#3,Utterance,0 days 00:00:20.770000,0 days 00:00:23.540000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#3,0 days 00:00:02.770000,fragments-long/EN_064_#3.wav
EN_064_#28,#28,Utterance,0 days 00:01:05.520000,0 days 00:01:07.920000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#28,0 days 00:00:02.400000,fragments-long/EN_064_#28.wav
EN_064_#27,#27,Utterance,0 days 00:01:13.880000,0 days 00:01:17.620000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#27,0 days 00:00:03.740000,fragments-long/EN_064_#27.wav
EN_064_#26,#26,Utterance,0 days 00:01:33.210000,0 days 00:01:36.540000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#26,0 days 00:00:03.330000,fragments-long/EN_064_#26.wav
EN_064_#25,#25,Utterance,0 days 00:01:40.480000,0 days 00:01:42.640000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#25,0 days 00:00:02.160000,fragments-long/EN_064_#25.wav
EN_064_#24,#24,Utterance,0 days 00:02:30.640000,0 days 00:02:34.380000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#24,0 days 00:00:03.740000,fragments-long/EN_064_#24.wav
EN_064_#4,#4,Utterance,0 days 00:03:20.910000,0 days 00:03:23.170000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#4,0 days 00:00:02.260000,fragments-long/EN_064_#4.wav
EN_064_#5,#5,Utterance,0 days 00:03:32.500000,0 days 00:03:33.770000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#5,0 days 00:00:01.270000,fragments-long/EN_064_#5.wav
EN_064_#6,#6,Utterance,0 days 00:03:37.340000,0 days 00:03:39.300000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#6,0 days 00:00:01.960000,fragments-long/EN_064_#6.wav
EN_064_#7,#7,Utterance,0 days 00:03:44.070000,0 days 00:03:47.430000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#7,0 days 00:00:03.360000,fragments-long/EN_064_#7.wav
EN_064_#8,#8,Utterance,0 days 00:04:01.460000,0 days 00:04:04.350000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#8,0 days 00:00:02.890000,fragments-long/EN_064_#8.wav
EN_064_#9,#9,Utterance,0 days 00:04:04.380000,0 days 00:04:05.950000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#9,0 days 00:00:01.570000,fragments-long/EN_064_#9.wav
EN_064_#10,#10,Utterance,0 days 00:04:09.060000,0 days 00:04:11.390000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#10,0 days 00:00:02.330000,fragments-long/EN_064_#10.wav
EN_064_#11,#11,Utterance,0 days 00:04:23.906000,0 days 00:04:29.316000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#11,0 days 00:00:05.410000,fragments-long/EN_064_#11.wav
EN_064_#12,#12,Utterance,0 days 00:04:46.646000,0 days 00:04:51.856000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#12,0 days 00:00:05.210000,fragments-long/EN_064_#12.wav
EN_064_#13,#13,Utterance,0 days 00:04:54.626000,0 days 00:04:56.846000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#13,0 days 00:00:02.220000,fragments-long/EN_064_#13.wav
EN_064_#14,#14,Utterance,0 days 00:05:13.790000,0 days 00:05:17.310000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#14,0 days 00:00:03.520000,fragments-long/EN_064_#14.wav
EN_064_#15,#15,Utterance,0 days 00:07:26.620000,0 days 00:07:29.130000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#15,0 days 00:00:02.510000,fragments-long/EN_064_#15.wav
EN_064_#16,#16,Utterance,0 days 00:07:40.470000,0 days 00:07:42.820000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#16,0 days 00:00:02.350000,fragments-long/EN_064_#16.wav
EN_064_#17,#17,Utterance,0 days 00:07:51.512000,0 days 00:07:54.542000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#17,0 days 00:00:03.030000,fragments-long/EN_064_#17.wav
EN_064_#18,#18,Utterance,0 days 00:07:54.555000,0 days 00:07:56.545000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#18,0 days 00:00:01.990000,fragments-long/EN_064_#18.wav
EN_064_#19,#19,Utterance,0 days 00:07:59.125000,0 days 00:08:02.665000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#19,0 days 00:00:03.540000,fragments-long/EN_064_#19.wav
EN_064_#20,#20,Utterance,0 days 00:08:06.700000,0 days 00:08:09.290000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#20,0 days 00:00:02.590000,fragments-long/EN_064_#20.wav
EN_064_#21,#21,Utterance,0 days 00:08:13.330000,0 days 00:08:16.310000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#21,0 days 00:00:02.980000,fragments-long/EN_064_#21.wav
EN_064_#22,#22,Utterance,0 days 00:08:23.160000,0 days 00:08:24.210000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#22,0 days 00:00:01.050000,fragments-long/EN_064_#22.wav
EN_064_#23,#23,Utterance,0 days 00:08:39.160000,0 days 00:08:40.610000,EN_064,ES_064,EN,ES,recordings/EN_064.wav,OG,119,120,44,41,ES_064_#23,0 days 00:00:01.450000,fragments-long/EN_064_#23.wav
ES_064_#1,#1,Utterance,0 days 00:00:11.670000,0 days 00:00:13.970000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#1,0 days 00:00:02.300000,fragments-long/ES_064_#1.wav
ES_064_#2,#2,Utterance,0 days 00:01:21.380000,0 days 00:01:24.960000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#2,0 days 00:00:03.580000,fragments-long/ES_064_#2.wav
ES_064_#3,#3,Utterance,0 days 00:02:59.930000,0 days 00:03:03.350000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#3,0 days 00:00:03.420000,fragments-long/ES_064_#3.wav
ES_064_#4,#4,Utterance,0 days 00:04:49.700000,0 days 00:04:50.990000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#4,0 days 00:00:01.290000,fragments-long/ES_064_#4.wav
ES_064_#5,#5,Utterance,0 days 00:06:43.560000,0 days 00:06:45.450000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#5,0 days 00:00:01.890000,fragments-long/ES_064_#5.wav
ES_064_#6,#6,Utterance,0 days 00:07:38.570000,0 days 00:07:40.280000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#6,0 days 00:00:01.710000,fragments-long/ES_064_#6.wav
ES_064_#7,#7,Utterance,0 days 00:08:27.730000,0 days 00:08:31.120000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#7,0 days 00:00:03.390000,fragments-long/ES_064_#7.wav
ES_064_#8,#8,Utterance,0 days 00:09:42.990000,0 days 00:09:46,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#8,0 days 00:00:03.010000,fragments-long/ES_064_#8.wav
ES_064_#9,#9,Utterance,0 days 00:11:10.660000,0 days 00:11:12.660000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#9,0 days 00:00:02,fragments-long/ES_064_#9.wav
ES_064_#10,#10,Utterance,0 days 00:11:53.640000,0 days 00:11:55.940000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#10,0 days 00:00:02.300000,fragments-long/ES_064_#10.wav
ES_064_#11,#11,Utterance,0 days 00:14:15.220000,0 days 00:14:19.910000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#11,0 days 00:00:04.690000,fragments-long/ES_064_#11.wav
ES_064_#12,#12,Utterance,0 days 00:16:00.270000,0 days 00:16:05.230000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#12,0 days 00:00:04.960000,fragments-long/ES_064_#12.wav
ES_064_#13,#13,Utterance,0 days 00:16:43.300000,0 days 00:16:46.490000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#13,0 days 00:00:03.190000,fragments-long/ES_064_#13.wav
ES_064_#14,#14,Utterance,0 days 00:18:03.830000,0 days 00:18:07.500000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#14,0 days 00:00:03.670000,fragments-long/ES_064_#14.wav
ES_064_#15,#15,Utterance,0 days 00:19:34.050000,0 days 00:19:36.050000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#15,0 days 00:00:02,fragments-long/ES_064_#15.wav
ES_064_#16,#16,Utterance,0 days 00:20:32.150000,0 days 00:20:34.030000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#16,0 days 00:00:01.880000,fragments-long/ES_064_#16.wav
ES_064_#17,#17,Utterance,0 days 00:22:59.190000,0 days 00:23:02.040000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#17,0 days 00:00:02.850000,fragments-long/ES_064_#17.wav
ES_064_#18,#18,Utterance,0 days 00:23:20.675000,0 days 00:23:23.595000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#18,0 days 00:00:02.920000,fragments-long/ES_064_#18.wav
ES_064_#19,#19,Utterance,0 days 00:24:36.660000,0 days 00:24:40.160000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#19,0 days 00:00:03.500000,fragments-long/ES_064_#19.wav
ES_064_#20,#20,Utterance,0 days 00:25:29.970000,0 days 00:25:32.690000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#20,0 days 00:00:02.720000,fragments-long/ES_064_#20.wav
ES_064_#21,#21,Utterance,0 days 00:26:12.370000,0 days 00:26:17,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#21,0 days 00:00:04.630000,fragments-long/ES_064_#21.wav
ES_064_#22,#22,Utterance,0 days 00:27:06.690000,0 days 00:27:07.940000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#22,0 days 00:00:01.250000,fragments-long/ES_064_#22.wav
ES_064_#23,#23,Utterance,0 days 00:28:07.910000,0 days 00:28:09.690000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#23,0 days 00:00:01.780000,fragments-long/ES_064_#23.wav
ES_064_#24,#24,Utterance,0 days 00:29:47.230000,0 days 00:29:50.430000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#24,0 days 00:00:03.200000,fragments-long/ES_064_#24.wav
ES_064_#25,#25,Utterance,0 days 00:33:12.010000,0 days 00:33:14.660000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#25,0 days 00:00:02.650000,fragments-long/ES_064_#25.wav
ES_064_#26,#26,Utterance,0 days 00:33:46.400000,0 days 00:33:51.350000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#26,0 days 00:00:04.950000,fragments-long/ES_064_#26.wav
ES_064_#27,#27,Utterance,0 days 00:34:30.110000,0 days 00:34:34.520000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#27,0 days 00:00:04.410000,fragments-long/ES_064_#27.wav
ES_064_#28,#28,Utterance,0 days 00:34:56.680000,0 days 00:34:59.930000,ES_064,EN_064,ES,EN,recordings/ES_064.wav,RE,119,120,44,41,EN_064_#28,0 days 00:00:03.250000,fragments-long/ES_064_#28.wav
